순위,영화명,개봉일,매출액,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
5861,누나 또래 새엄마,2022-03-03,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,일본,일본,,(유)조이앤시네마,청소년관람불가,"성인물(에로),멜로/로맨스",,
5861,닌자: 킬 사무라이,2012-02-24,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,미국,미국,,,청소년관람불가,"액션,범죄,드라마,스릴러",아이삭 플로렌틴,"스콧 앳킨스,이하라 츠요시"
5861,대구독립영화연말정산 2022 - 단편4,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,한국,한국,,,,기타,정용훈,
5861,런투유(RUN 2 U),2003-05-23,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,한국,한국,(주)나라디지컴,,15세관람가,"드라마,액션",강정수,"야마시타 테츠오,채정안,왕빛나"
5861,룸녀의 섹스스킬,2022-03-09,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,"성인물(에로),드라마",이로운,
5861,발정난가족들,2022-03-07,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,"성인물(에로),멜로/로맨스",천성준,
5861,배틀 오브 머신,2022-09-07,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,미국,미국,,(유)조이앤컨텐츠그룹,청소년관람불가,"액션,SF",크리스토퍼 해튼,돌프 룬드그렌
5861,벗겨진 옆집여자 무삭제판,2022-11-10,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,
7712,별나라 삼총사,1979-07-21,0 ,0.00%,8000 ,0 ,2 ,1 ,2 ,한국,한국,,,,애니메이션,임정규,
5861,보이지 않는 위협,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,핀란드,핀란드,,,,다큐멘터리,,
5861,"사빈 바이스, 한 세기의 기록",,10000 ,0.00%,10000 ,2 ,2 ,1 ,1 ,프랑스,프랑스,,,,다큐멘터리,,
5861,새엄마가 빨아준 욕정 무삭제판,2022-11-10,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
5861,새엄마는 욕정 수업중 무삭제판,2022-11-10,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
5861,새엄마랑 사랑에 빠진게 죄는 아니잖아,2023-10-13,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",,
5861,섹스하우스 : 파트너 쉐어,2022-05-06,2000 ,0.00%,2000 ,2 ,2 ,1 ,1 ,한국,한국,(주)픽쳐레스크,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",윤신,
5861,수호지-귀족영웅 노준의,2022-09-01,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,중국,중국,,스크린조이,15세이상관람가,"액션,전쟁",류신의,
5861,스와핑 세 여자의 목적,2022-05-04,2000 ,0.00%,2000 ,2 ,2 ,1 ,1 ,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김모리,
5861,스카버러,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,캐나다,캐나다,,,,드라마,,
5861,스크린골프_옆 방 커플과 스와핑,2023-11-29,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,,주식회사 루믹스미디어,청소년관람불가,,,
6025,신입 여비서,2021-12-24,5000 ,0.00%,10000 ,1 ,2 ,1 ,1 ,한국,한국,주식회사 플릭스코,주식회사 플릭스코,청소년관람불가,"성인물(에로),드라마",한동호,
5861,신황제를 위하여,2022-12-19,20000 ,0.00%,20000 ,2 ,2 ,1 ,1 ,한국,한국,㈜리필름,(주)제이앤씨미디어그룹,청소년관람불가,액션,이수성,"서준영,송민경,금광산,남승민,박태진,한창헌,유문치,김세희,이서현,이현아,한민하,오지성,김종주,박원호,윤준호,황성웅,오정환,노경덕,김지호,서세명,이상진,윤진슬"
5861,아내의 스탯 7싸 1도움,2023-10-13,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",,
5861,아내의 원초적 욕망,2022-10-06,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,일본,일본,,(유)조이앤시네마,청소년관람불가,"성인물(에로),멜로/로맨스",나기라 겐조,
5861,아내의 친구를 탐하지 말라,2022-11-24,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),멜로/로맨스",이가온,
5861,아내의 팬티에서 다른남자의 냄새가 난다,2023-10-19,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",우치야마 카즈오,
5861,아이스맨 레져렉션,,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,중국,중국,,,,"액션,드라마",,
5861,애란,1989-08-12,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,한국,한국,,,연소자관람불가,"멜로/로맨스,사극",이황림,"김구미자,임성민,김종민"
5861,애인 : 스무살 차이,2022-03-10,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,일본,일본,,(유)조이앤시네마,청소년관람불가,"성인물(에로),멜로/로맨스",,
5861,야설 에이에스엠알,2022-03-18,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,(주)픽쳐레스크,(주)티에스앤컴퍼니,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",김태훈,
5861,어린 하녀의 목적,2022-07-14,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),멜로/로맨스",에로핑,
5861,에이아이 섹스호텔,2022-02-18,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,(주)픽쳐레스크,(주)픽쳐레스크,청소년관람불가,성인물(에로),박선호,이채담
5861,욕정 채운 수업,2022-03-01,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,성인물(에로),,
5861,유부녀의 첫 맛,2022-02-18,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
5861,은밀하고 쇼킹한 경험,2023-02-15,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),멜로/로맨스",이가온,
5861,이니나와,,7000 ,0.00%,7000 ,2 ,2 ,1 ,1 ,인도네시아,인도네시아,,,,다큐멘터리,,
5861,이스케이프 룸: 공포의 퍼즐,2022-03-16,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,미국,미국,,(주)알이디아이스엔터,15세이상관람가,공포(호러),리즈 고든,오마 구딩
5861,인천 로컬단편 2 (인디플러스 영화의전당 개관 6주년 기획전),,10000 ,0.00%,10000 ,2 ,2 ,1 ,2 ,한국,한국,,,,기타,,
5861,일진 2,2022-06-25,20000 ,0.00%,20000 ,2 ,2 ,1 ,1 ,한국,한국,㈜리필름,(주)드림팩트엔터테인먼트,청소년관람불가,액션,이수성,"이승용,윤선근,변준우,여주영,지웅배,이재영"
5861,잘하는 남동생,2022-03-09,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,"성인물(에로),드라마",이로운,
5861,전망 좋은 방 - 맛있는 섹스2,,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,한국,한국,,,청소년관람불가,"멜로/로맨스,드라마",이세일,"양민영,유반희,손유진,이경민,강영웅"
5861,전승일 애니메이션 특별전,,16000 ,0.00%,16000 ,2 ,2 ,1 ,2 ,한국,한국,,,,애니메이션,,
844,젖어버린 속살 무삭제판,2024-01-10,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",,마에다 카나코
5861,제15회 서울영등포국제초단편영화제 브뤼셀 BSFF,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,벨기에,벨기에,,,,"드라마,애니메이션",,
5861,제25회 부산독립영화제 로컬투로컬3,,11000 ,0.00%,11000 ,2 ,2 ,1 ,1 ,한국,한국,,,,기타,,
5861,제6회 전주국제단편영화제 공존: 가을,,10000 ,0.00%,10000 ,2 ,2 ,1 ,1 ,한국,한국,,,,"드라마,코미디",,
5861,제6회 전주국제단편영화제 대륙의 바람,,10000 ,0.00%,10000 ,2 ,2 ,1 ,1 ,기타,기타,,,,"드라마,코미디",,
5861,제7회 부산인터시티영화제 인터시티4,,8000 ,0.00%,8000 ,2 ,2 ,1 ,1 ,기타,기타,,,,드라마,,
5861,조금은 서툰 20대 소라 무삭제,2022-04-12,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",신승엽,
5861,지석,,12000 ,0.00%,12000 ,2 ,2 ,1 ,1 ,한국,한국,소울필름,,,다큐멘터리,김영조,
5861,채담의섹스일타강의,2022-04-22,2000 ,0.00%,2000 ,2 ,2 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",김승환,
5861,첫사랑 첫섹스,2023-04-14,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
5861,침묵의 소리,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,홍콩,홍콩,,,,드라마,얀얀 막,
5861,콜 미 댄서,,10000 ,0.00%,10000 ,2 ,2 ,1 ,1 ,미국,"미국,인도",,,,다큐멘터리,,
5861,쿵푸 허슬: 무적 파이터,2022-05-04,2000 ,0.00%,2000 ,2 ,2 ,1 ,1 ,홍콩,홍콩,,위드시네마,15세이상관람가,"액션,코미디",엽영건,"오건호,임자총"
5861,판타스틱 씨네클래스 - 잇다,,14000 ,0.00%,14000 ,2 ,2 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
5861,포트리스: 더 벙커,2023-05-10,18000 ,0.00%,18000 ,2 ,2 ,1 ,1 ,미국,미국,,㈜코리아스크린,15세이상관람가,액션,,"브루스 윌리스,제시 멧칼피"
5861,프랭클린,,10000 ,0.00%,10000 ,2 ,2 ,1 ,1 ,호주,호주,,,,다큐멘터리,,
5861,하연의 투샷,2022-03-09,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,"성인물(에로),드라마",이로운,
5861,흉,,8000 ,0.00%,8000 ,2 ,2 ,1 ,2 ,한국,한국,,호우주의보,12세이상관람가,드라마,최정연,심달기
850,1+1 맛 좋은 골뱅이,2024-01-18,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)샤이커뮤니케이션즈,(주)샤이커뮤니케이션즈,청소년관람불가,성인물(에로),,
850,100프로 예약제 여성전용 마사지샵의 비밀,2024-03-04,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,,(주)두리컴미디어,청소년관람불가,성인물(에로),,
6025,18 스토커 연지의 욕구불만,2022-04-27,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,아우라 필름,케이엘 픽쳐스,청소년관람불가,"성인물(에로),멜로/로맨스",마태수,
6025,18 업소녀 서율의 섹스수업,2022-04-07,8000 ,0.00%,8000 ,1 ,1 ,1 ,1 ,한국,한국,아우라 필름,케이엘 픽쳐스,청소년관람불가,"성인물(에로),멜로/로맨스",마태수,
6025,18학번 박아라,2022-08-24,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),한승희,
6025,1등 글래머 친구 여동생,2023-08-02,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),이정석,
6025,1등글래머친구여동생-무삭제,2023-10-06,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),이정석,
6025,2030청년영화 초청작 2 GV,,7000 ,0.00%,7000 ,1 ,1 ,1 ,1 ,한국,한국,,,,기타,,
6025,20살 여제자와의 불륜,2023-08-17,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)샤이커뮤니케이션즈,(주)샤이커뮤니케이션즈,청소년관람불가,성인물(에로),,
6025,24시간 색다른 여직원의 음란한 섹스,2023-11-14,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,
6025,24시간 연속 정사 불륜커플,2023-01-11,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,
6025,2대 1 첫경험,2022-05-30,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",김중휘,
6025,2대 1 첫경험 무삭제,2022-12-05,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",김중휘,
6025,2대1 : 남자는 돈 여자는 얼굴,2023-06-27,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),한승구,
6025,2대1 나눠먹기,2023-04-04,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),지아민,
850,2대1 나눠먹기 무삭제,2024-02-02,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),지아민,
6025,2대1 남녀동창,2023-01-09,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김연우,
6025,2대1 남녀동창 무삭제,2023-06-17,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김연우,
6025,2대1 돈 많은 남자 후리기,2022-12-26,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김혜성,
6025,2대1 돈 많은 남자 후리기 무삭제,2023-06-12,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김혜성,
6025,2대1 돌려먹기,2023-08-23,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),한승구,
6025,2대1 변태 단골손님,2023-02-26,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),박인우,
6025,2대1 변태 단골손님 무삭제,2023-08-19,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),박인우,
6025,2대1 섹스 배달부,2022-06-20,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",한대위,
6025,2대1 섹스 배달부 무삭제,2023-01-16,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",한대위,
6025,2대1 여친 팔아먹기,2022-06-20,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김중위,
850,2대1 여친 팔아먹기 2,2024-02-17,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,,,
6025,2대1 여친 팔아먹기 무삭제,2023-01-29,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김중위,
6025,2대1 출장녀,2022-08-21,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김지석,
6025,2대1 출장녀 무삭제,2023-04-29,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김지석,
6025,2대1 출장마사지,2022-06-21,5000 ,0.00%,5000 ,1 ,1 ,1 ,1 ,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김모리,
6025,2대1 출장마사지 2,2023-06-07,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김남준,
6025,2대2 할래?,2022-07-25,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),민병관,
6025,2대2 할래? 무삭제,2023-03-26,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),민병관,
6025,3대 1은 처음이지?,2022-11-09,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김혜연,
850,3대1은 처음이지? 2,2024-01-19,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,,주식회사 루믹스미디어,청소년관람불가,성인물(에로),,
6025,3인3섹:저마다의 섹스취향,2022-02-23,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코메이,
6025,3일 밤낮 벌려주는 음란아내,2023-10-04,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,
6025,40대 미씨의 성생활,2022-05-23,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",신승엽,
6025,40대 미씨의 성생활 무삭제,2022-12-06,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",신승엽,
6025,4G 구멍놀이,2022-06-21,5000 ,0.00%,5000 ,1 ,1 ,1 ,1 ,한국,한국,블루커뮤니케이션,블루커뮤니케이션,청소년관람불가,성인물(에로),이상영,
6025,50대 묵은지 장모님의 유혹,2023-01-13,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,(주)픽쳐레스크,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",김태훈,
6025,69복싱클럽,2022-10-21,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,(주)픽쳐레스크,(주)티에스앤컴퍼니,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",김태훈,
6025,6교시 섹스교실,2022-06-28,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,"성인물(에로),멜로/로맨스",김민주,
6025,7일간의 스와핑,2022-09-05,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김만석,
6025,7일간의 스와핑 무삭제,2023-05-13,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김만석,
6025,82년생 임지영,2022-01-30,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),멜로/로맨스",신승엽,
6025,82년생 임지영 무삭제,2022-10-11,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",신승엽,
6025,AS기사 유혹하는 여주인,2023-09-25,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,와이제이스토리,와이제이스토리,청소년관람불가,,핑마,
6025,A급 여비서,2023-09-22,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",윤준세,
6025,BJ여동생의 VIP 팬방 : 내 동생이 벗방에 초대 됐다,2022-12-28,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,핑스토리,와이제이스토리,청소년관람불가,성인물(에로),전일만,
6025,FBI: 마약전쟁,2023-01-12,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,미국,미국,,(유)조이앤시네마,15세이상관람가,"액션,스릴러",,"브루스 윌리스,루크 윌슨,데본 사와"
6025,F컵 도우미의 질펀한 서비스,2022-03-17,8000 ,0.00%,8000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",호소카와 켄,
6025,F컵 새댁의 큰가슴:하루에 여러번,2023-11-10,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마,성인물(에로)",디렉터 O,
6025,F컵 유부녀의 망사접대,2022-05-30,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",버드맨 텟페이,
6025,F컵여동생과의정사,2022-05-20,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",이정석,
6025,F컵여동생과의정사-무삭제,2022-08-10,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",이정석,
6025,G컵 거유 여대생의 오일마사지,2022-07-21,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
6025,JFFF2023 온가족섹션,,2000 ,0.00%,2000 ,1 ,1 ,1 ,1 ,한국,한국,,,,기타,,
6025,J컵 여상사의 음탕한 유혹,2023-10-04,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,일본,일본,,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),,
850,MBTI E 정열섹스녀연주의첫경험,2024-01-29,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,,스마일컨텐츠,청소년관람불가,성인물(에로),김레이,
850,MBTI E 정열섹스녀연주의첫경험-무삭제,2024-03-13,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,,스마일컨텐츠,청소년관람불가,성인물(에로),김레이,
6025,MT 가서 맛본 거유 여후배,2023-11-10,6000 ,0.00%,6000 ,1 ,1 ,1 ,1 ,한국,한국,(주)샤이커뮤니케이션즈,(주)샤이커뮤니케이션즈,청소년관람불가,성인물(에로),강현성,
6025,mz 자매의 목적,2023-08-15,1000 ,0.00%,1000 ,1 ,1 ,1 ,1 ,한국,한국,P&미디어,P&미디어,청소년관람불가,,함성한,
