순위,영화명,개봉일,매출액,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
5580,자매사냥,2022-06-10,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",윤준세,
5580,자위책방：한 남자 두 여자,2023-09-08,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",전일만,
5580,제25회 부산독립영화제 스펙트럼 부산 나우1,,30000 ,0.00%,30000 ,5 ,5 ,1 ,1 ,한국,한국,,,,기타,,
5580,제6회 부산인터시티영화제 인터시티01,,20000 ,0.00%,20000 ,5 ,5 ,1 ,2 ,기타,기타,,,,기타,,
5580,제6회 전주국제단편영화제 공존: 겨울,,25000 ,0.00%,25000 ,5 ,5 ,1 ,1 ,한국,한국,,,,드라마,,
5580,제6회 전주국제단편영화제 국내4,,25000 ,0.00%,25000 ,5 ,5 ,1 ,2 ,한국,한국,,,,드라마,,
5580,제이슨,,5004 ,0.00%,5004 ,5 ,5 ,1 ,1 ,네덜란드,네덜란드,,,,다큐멘터리,,
5580,죽여주는 여자,2022-09-02,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이타치,
5580,중독 섹스와 살인,2022-11-18,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,영화사 산들바람,영화사 산들바람,청소년관람불가,"성인물(에로),범죄",선우용,
5580,중독:나쁜 남자,2022-08-12,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",윤준세,
5580,첫경험의 비밀,2022-11-18,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,파랑새미디어,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이타치,
5580,쾌락탐구생활,2023-11-24,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",윤준세,
5580,탁탁탁,2023-03-31,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",윤준세,
823,하숙생 : 위험한 동거,2024-01-12,25000 ,0.00%,25000 ,5 ,5 ,5 ,5 ,한국,한국,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마,성인물(에로)",김환진,
5580,화이트 발렌타인,1999-02-13,5000 ,0.00%,5000 ,5 ,5 ,3 ,5 ,한국,한국,태창흥업,,모든 관람객이 관람할 수 있는 등급,멜로/로맨스,양윤호,"전지현,박신양,전무송,김영옥"
5580,황야의 독수리,,34000 ,0.00%,34000 ,5 ,5 ,1 ,2 ,한국,한국,,,,서부극(웨스턴),임권택,"장동휘,김희라,박노식"
832,(로컬 픽: 시간과 빛) 얼굴들 사람들,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
5681,[네마프2022] 칠레 비디오예술 특별전1,,28000 ,0.00%,28000 ,4 ,4 ,1 ,2 ,칠레,칠레,,,,기타,,
5681,[커뮤니티시네마페스티벌 2022] 공통섹션1: 영화로운 우리,,23000 ,0.00%,23000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5681,2023 SICFF 국제단편경쟁4,,31000 ,0.00%,31000 ,4 ,4 ,1 ,2 ,기타,기타,,,,드라마,,
5681,2023 SICFF 지·평·선1,,30000 ,0.00%,30000 ,4 ,4 ,1 ,2 ,한국,한국,,,,드라마,,
5681,2023 SICFF 지·평·선2,,29000 ,0.00%,29000 ,4 ,4 ,1 ,2 ,기타,기타,,,,기타,,
5681,2023싸페 국제SF: 단편2,,29000 ,0.00%,29000 ,4 ,4 ,1 ,2 ,기타,기타,,,,기타,,
832,3월 수요단편극장 “그녀는 지금 당신 곁에 있다-김금순 배우전”,,27000 ,0.00%,27000 ,4 ,4 ,1 ,1 ,한국,한국,,,,드라마,,
5681,4인4섹,2023-03-03,24000 ,0.00%,24000 ,4 ,4 ,4 ,4 ,한국,한국,파랑새미디어,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이타치,
5681,EXiS2022 아시아 포럼 2 유간타,,32000 ,0.00%,32000 ,4 ,4 ,1 ,2 ,인도,인도,,,,기타,,
5681,My Shooting Star - 이한주 배우전 단편전3,,20000 ,0.00%,20000 ,4 ,4 ,1 ,2 ,한국,한국,,,,드라마,,
5681,SIAFF2022 묶음 상영 2,,24000 ,0.00%,24000 ,4 ,4 ,1 ,2 ,기타,기타,,,,기타,,
5681,SIFFF2022 오감만족 한국단편경선 3,,32000 ,0.00%,32000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,김가윤,
5681,SIPFF2022 오픈 프라이드: 새로운 세계로,,40000 ,0.00%,40000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5861,감각의 제국 2 - 사다의 사랑,,2000 ,0.00%,10000 ,2 ,4 ,2 ,2 ,일본,일본,,,청소년관람불가,멜로/로맨스,모치즈키 로쿠로,"나카야마 카즈야,스기모토 아야,우치다 유야"
5681,관객프로그래머 초이스! - 김나영 감독전,,31000 ,0.00%,31000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
6025,궁녀,1972-07-13,9000 ,0.00%,39000 ,1 ,4 ,1 ,1 ,한국,한국,안양,,,기타,신상옥,"윤정희,신영균"
5681,네 번째 일출,,30000 ,0.00%,30000 ,4 ,4 ,1 ,2 ,루마니아,루마니아,,,,드라마,,
5681,다신 안 볼 사이,,32000 ,0.00%,32000 ,4 ,4 ,1 ,1 ,한국,한국,,,,드라마,이홍래,
5681,대구독립영화연말정산 2022 ? 단편3,,32000 ,0.00%,32000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5681,대구독립영화연말정산 2023 - 단편 1,,32000 ,0.00%,32000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5681,더 나은 세상을 위한 레시피,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,프랑스,프랑스,,,,다큐멘터리,,
5681,독수리,,27000 ,0.00%,27000 ,4 ,4 ,1 ,2 ,캐나다,캐나다,,,,"기타,다큐멘터리",,
5681,만수의 모험: 이민휘의 영화음악을 찾아서 단편섹션,,36000 ,0.00%,36000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5756,맛있는 유혹 무삭제판,2018-05-15,4000 ,0.00%,6000 ,3 ,4 ,3 ,3 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),멜로/로맨스",이민,
5681,메이크업 아티스트,,4 ,0.00%,4 ,4 ,4 ,1 ,1 ,이란,이란,,,,다큐멘터리,,
5681,반짝반짝 빛나는,,30000 ,0.00%,30000 ,4 ,4 ,1 ,2 ,벨기에,"벨기에,네덜란드",,,,드라마,,
5681,밤낮없는 장모님,2022-03-08,4000 ,0.00%,4000 ,4 ,4 ,1 ,3 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
5681,부니 베어 : 가디언 코드,,28000 ,0.00%,28000 ,4 ,4 ,1 ,2 ,중국,중국,,,,애니메이션,,
5681,사라진 그림자들,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,인도,인도,,,,다큐멘터리,,
5681,사랑의 역사,1960-06-03,17000 ,0.00%,17000 ,4 ,4 ,1 ,1 ,한국,한국,신필름,,,멜로/로맨스,이강천,"김진규,김혜정,최은희,윤정란"
5681,서브젝트,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,미국,미국,,,,다큐멘터리,,
5756,수호지-무림호걸 이운,2015-10-15,4000 ,0.00%,9000 ,3 ,4 ,3 ,3 ,중국,중국,,주식회사 루믹스미디어,15세이상관람가,"액션,사극",류신의,양균승
5681,쓰리룸,,16000 ,0.00%,16000 ,4 ,4 ,1 ,4 ,한국,한국,,필름다빈,,"멜로/로맨스,드라마",이나연,"이명하,김종구,이혜린,정애화"
5861,아메리칸 사이코 2018,2018-07-07,3000 ,0.00%,5000 ,2 ,4 ,2 ,2 ,미국,미국,,(유)조이앤시네마,청소년관람불가,"스릴러,드라마",스튜어트 코넬리,
5681,양성애자 남자와 여자사이,2023-03-10,24000 ,0.00%,24000 ,4 ,4 ,4 ,4 ,한국,한국,파랑새미디어,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이타치,
5681,어느 산골 초등학교의 일상,,29000 ,0.00%,29000 ,4 ,4 ,1 ,1 ,중국,중국,,,,다큐멘터리,,
5681,"여자는 바람, 여자는 바람",1989-10-07,4000 ,0.00%,4000 ,4 ,4 ,2 ,4 ,한국,한국,(주)모가드코리아,,미성년자관람불가,멜로/로맨스,김수형,"김부선,최재호,장승화,남궁원"
5681,워 서바이버,2022-01-18,20000 ,0.00%,20000 ,4 ,4 ,4 ,4 ,미국,미국,,(주)영진크리에이티브,청소년관람불가,"액션,스릴러",앤드류 길버트,
5681,유리창의 나비,,28000 ,0.00%,28000 ,4 ,4 ,1 ,1 ,기타,기타,,,,"드라마,가족",,
5681,인디바이브 - 시간이 지나간 자리,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
5681,인디쇼츠! 연남가든x인디스페이스(8월),,36000 ,0.00%,36000 ,4 ,4 ,1 ,1 ,한국,한국,,,,"드라마,애니메이션",,
5681,인사이트: 북한 사람을 보다,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
5756,인크레더블 스파이더,2017-10-06,3000 ,0.00%,5000 ,3 ,4 ,3 ,3 ,미국,미국,,(유)조이앤시네마,15세이상관람가,"SF,스릴러",티보 타카스,"패트릭 멀둔,크리스타 캠벨"
5681,작은 노래를 함께 부를 때,,40000 ,0.00%,40000 ,4 ,4 ,1 ,1 ,스페인,스페인,,,,다큐멘터리,,
5756,저지 캅: 테러 어택,2017-10-19,3000 ,0.00%,6000 ,3 ,4 ,3 ,3 ,미국,미국,,(유)조이앤시네마,15세이상관람가,"액션,SF,스릴러",이안 카슨,
5756,정사: 질투의 덫-무삭제판,2018-03-28,4000 ,0.00%,5000 ,3 ,4 ,3 ,3 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),멜로/로맨스",이민,
5681,제14회 부산평화영화제 경쟁7: 단편모음2,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,한국,한국,,,,드라마,,
5681,제15회 서울영등포국제초단편영화제 줌인: 김주아,,32000 ,0.00%,32000 ,4 ,4 ,1 ,1 ,한국,한국,,,,드라마,,
5681,제24회 부산독립영화제 딥포커스 4,,24000 ,0.00%,24000 ,4 ,4 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
5681,제24회 부산독립영화제 스펙트럼부산-리와인드,,24000 ,0.00%,24000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5681,제25회 부산독립영화제 로컬투로컬1,,24000 ,0.00%,24000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5681,제6회 전주국제단편영화제 국제1,,20000 ,0.00%,20000 ,4 ,4 ,1 ,2 ,기타,기타,,,,"드라마,다큐멘터리",,
5681,제9회 서울국제음식영화제 SIFFF2023 폐막식,,32000 ,0.00%,32000 ,4 ,4 ,1 ,1 ,기타,기타,,,,기타,,
5681,제9회 서울국제음식영화제 오감만족 한국단편경선 1,,35000 ,0.00%,35000 ,4 ,4 ,1 ,1 ,한국,한국,,,,기타,,
5861,컨저링 하우스,2018-07-07,3000 ,0.00%,5000 ,2 ,4 ,2 ,2 ,미국,미국,,(유)조이앤시네마,15세이상관람가,"공포(호러),스릴러",,
5681,피버,,30000 ,0.00%,30000 ,4 ,4 ,1 ,2 ,칠레,칠레,,,,"드라마,애니메이션",,
5681,한사람,,20000 ,0.00%,20000 ,4 ,4 ,1 ,1 ,한국,한국,푸른영상,시네마달,전체관람가,다큐멘터리,김동원,
5756,2551.01,,21000 ,0.00%,21000 ,3 ,3 ,1 ,2 ,오스트리아,오스트리아,,,,기타,,
5756,[네마프2022] 글로컬신작전2,,21000 ,0.00%,21000 ,3 ,3 ,1 ,2 ,기타,기타,,,,기타,,
5756,[네마프2022] 아시아/뉴 대안영화전: 지금-여기 1,,21000 ,0.00%,21000 ,3 ,3 ,1 ,1 ,기타,기타,,,,기타,,
5756,2 우먼,,300 ,0.00%,300 ,3 ,3 ,1 ,2 ,일본,일본,,,,드라마,,
5756,2023 SICFF 문승아 배우 단편선,,21000 ,0.00%,21000 ,3 ,3 ,1 ,1 ,한국,한국,,,,드라마,,
5756,2023 SICFF 어른들을 부탁해2,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,기타,기타,,,,기타,,
5756,DIFF2022 임팩트 배급 상영,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,EXiS2022 기획부문 8 하이퍼 이미지 그룹,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,기타,기타,,,,기타,,
5756,JFFF2023 핵가족섹션,,6000 ,0.00%,6000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,My Shooting Star - 이한주 배우전 단편전4,,15000 ,0.00%,15000 ,3 ,3 ,1 ,2 ,한국,한국,,,,드라마,,
5756,SESIFF2022 90초 경쟁,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,기타,기타,,,,기타,"이승빈,서란","서란,이승빈"
5756,SESIFF2022 끌레르몽페랑에서 온 동화,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,기타,기타,,,,애니메이션,,
5756,SESIFF2022 영등포 스토리,,16000 ,0.00%,16000 ,3 ,3 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
5756,SESIFF2022 오스트리아 특별전1: 비엔나 필름 아카데미,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,오스트리아,오스트리아,,,,기타,,
5756,SICFF2022 키즈 크리에이티브 5,,21000 ,0.00%,21000 ,3 ,3 ,1 ,1 ,기타,기타,,,,기타,,
5756,SIFF2022 창작자의 작업실2,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,SIFFF2022 폐막식,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,기타,기타,,,,기타,,
5756,거침없는 섹스남매,2022-02-24,3000 ,0.00%,3000 ,3 ,3 ,1 ,3 ,일본,일본,,(유)조이앤시네마,청소년관람불가,"성인물(에로),멜로/로맨스",,
5756,넘치는 욕정녀,2022-03-08,3000 ,0.00%,3000 ,3 ,3 ,1 ,2 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
5861,대호출격,1988-08-13,2000 ,0.00%,6000 ,2 ,3 ,2 ,2 ,홍콩,홍콩,,,고등학생이상관람가,액션,유가량,"주윤발,이지,이원패,추용"
5756,돌아가는 길,,12000 ,0.00%,12000 ,3 ,3 ,1 ,3 ,한국,한국,,호우주의보,,드라마,허지은,
5756,라이징 썬,2011-12-28,4000 ,0.00%,4000 ,3 ,3 ,3 ,3 ,미국,미국,,,청소년관람불가,"액션,범죄",브라이언 A 밀러,"데이브 바티스타,에이미 스마트"
5861,레더 하우스,2018-09-30,2000 ,0.00%,3000 ,2 ,3 ,2 ,2 ,이탈리아,이탈리아,,(유)조이앤시네마,청소년관람불가,"공포(호러),스릴러",마우리지오 델 피콜로,
5756,마인드 게임,,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,네덜란드,네덜란드,,,,다큐멘터리,,
5861,목구멍의 가시,,12000 ,0.00%,19000 ,2 ,3 ,1 ,1 ,한국,한국,,,,다큐멘터리,김영조,
5756,박철수의 헬로 임꺽정,1987-08-22,3000 ,0.00%,3000 ,3 ,3 ,3 ,3 ,한국,한국,(주)황기성 사단,,고등학생이상관람가,"사극,코미디",박철수,"김명곤,김추련,이영하,홍성민,최재호,한애경,이한수"
5756,범인에게 푹빠진 아내,2022-03-03,3000 ,0.00%,3000 ,3 ,3 ,1 ,3 ,일본,일본,,(유)조이앤시네마,청소년관람불가,"성인물(에로),멜로/로맨스",,
5756,빨래방 유부녀 속옷,2022-03-17,3000 ,0.00%,3000 ,3 ,3 ,1 ,3 ,일본,일본,,(유)조이앤시네마,청소년관람불가,"성인물(에로),멜로/로맨스",,
5756,사회적 죽음 : 영화관의 비밀 ? 영화관의 죽음,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,삼형제 이야기,,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,덴마크,덴마크,,,,다큐멘터리,,
5756,안녕 내 사랑,,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,이탈리아,이탈리아,,,,다큐멘터리,,
5756,알리스 기 작품선,,24000 ,0.00%,24000 ,3 ,3 ,1 ,2 ,프랑스,프랑스,,,,기타,,
5756,양익준 전: 바라만 본다_단편모음3,,21000 ,0.00%,21000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,양익준,
5756,여자의 함정,1982-05-22,3000 ,0.00%,3000 ,3 ,3 ,3 ,3 ,한국,한국,대영영화주식회사,,연소자관람불가,"드라마,멜로/로맨스",정지영,"김진애,윤일봉,황정순,하재영,정윤희"
5756,연대: 이 땅에서 먹고 살기 위하여,,24000 ,0.00%,24000 ,3 ,3 ,1 ,2 ,미국,미국,,,,다큐멘터리,산제이 라왈,
5756,연희,,9000 ,0.00%,9000 ,3 ,3 ,1 ,3 ,한국,한국,,,,드라마,백해선,윤금선아
5861,오버로드: 11구역,2019-04-25,2000 ,0.00%,3000 ,2 ,3 ,2 ,2 ,캐나다,캐나다,,(주)케이알씨지,15세이상관람가,공포(호러),레오 셔먼,"로지프 서덜랜드,로버트 스타드로버"
5756,우리의 목소리,,10001 ,0.00%,10001 ,3 ,3 ,1 ,1 ,스웨덴,"스웨덴,미국,이란,영국,노르웨이",,,,다큐멘터리,나히드 페르손,
5756,인디바이브 - 장르 가까이,,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,인디스데이: 나를 지탱하게 하는,,22000 ,0.00%,22000 ,3 ,3 ,1 ,3 ,한국,한국,,,,기타,,
5756,인천 로컬단편 1 (인디플러스 영화의전당 개관 6주년 기획전),,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5861,인투 더 샤크스톰,2018-07-14,2000 ,0.00%,3000 ,2 ,3 ,2 ,2 ,미국,미국,,(유)조이앤시네마,15세이상관람가,"SF,액션",안소니 C. 페란트,
5756,자유로,,12000 ,0.00%,12000 ,3 ,3 ,1 ,3 ,한국,한국,,,,드라마,황슬기,
5756,젖은 여상사,2022-03-08,3000 ,0.00%,3000 ,3 ,3 ,1 ,2 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
5756,제10회 부산여성영화제,,21000 ,0.00%,21000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,"제24회 대구단편영화제 디프 초이스2 - 다큐, 자문자답하다",,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,한국,한국,,,,"다큐멘터리,애니메이션",,
5756,제25회 부산독립영화제 딥 포커스1,,18000 ,0.00%,18000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,제25회 부산독립영화제 딥 포커스3,,18000 ,0.00%,18000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,제25회 부산독립영화제 스펙트럼 부산 리와인드 1,,18000 ,0.00%,18000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,제25회 부산독립영화제 스펙트럼 부산 리와인드3,,18000 ,0.00%,18000 ,3 ,3 ,1 ,1 ,한국,한국,,,,기타,,
5756,제6회 전주국제단편영화제 공존: 여름,,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,한국,한국,,,,드라마,,
5756,제6회 전주국제단편영화제 전북1,,15000 ,0.00%,15000 ,3 ,3 ,1 ,2 ,한국,한국,,,,"드라마,공포(호러),스릴러",,
5756,제9회 서울국제음식영화제 오감만족 국제단편경선 2,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,기타,기타,,,,기타,,
5756,제수씨의 성감대,2022-03-08,3000 ,0.00%,3000 ,3 ,3 ,1 ,2 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
5756,조용한 이주,2024-03-20,24000 ,0.00%,24000 ,3 ,3 ,1 ,2 ,덴마크,덴마크,,필름다빈,12세이상관람가,드라마,말레나 최,코르넬리우스 원 리델클라우센
5756,친애하는 원수에게,,13000 ,0.00%,13000 ,3 ,3 ,1 ,1 ,프랑스,"프랑스,스위스",,,,다큐멘터리,,
5756,카잭,2022-02-03,4000 ,0.00%,4000 ,3 ,3 ,3 ,3 ,미국,미국,,(유)조이앤컨텐츠그룹,15세이상관람가,"스릴러,드라마",존 보니토,"스티븐 도프,마리아 벨로"
5756,클루브 다 에스퀴나: 이전에는 없던 음악들,,11000 ,0.00%,11000 ,3 ,3 ,1 ,1 ,브라질,브라질,,,,다큐멘터리,,
5756,티그레 사람들,,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,미국,미국,,,,다큐멘터리,,
5756,파르하,,21000 ,0.00%,21000 ,3 ,3 ,1 ,1 ,기타,기타,,,,드라마,,
5756,페미니스트 리포스트,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,프랑스,프랑스,,,,다큐멘터리,,
5756,플라스틱의 모든 것,,15000 ,0.00%,15000 ,3 ,3 ,1 ,1 ,미국,미국,,,,다큐멘터리,,
5861,호피와 차돌바위,,16000 ,0.00%,20000 ,2 ,3 ,1 ,2 ,한국,한국,,,,애니메이션,신동헌,
5756,홍민키 감독전,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,한국,한국,,,,드라마,,
5756,환상 속의 남친,,24000 ,0.00%,24000 ,3 ,3 ,1 ,1 ,미국,미국,,,,다큐멘터리,,
5756,흠뻑젖은 옆집누나,2022-03-08,3000 ,0.00%,3000 ,3 ,3 ,1 ,2 ,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",,
5861,[네마프2022] 확장된 자연 4,,14000 ,0.00%,14000 ,2 ,2 ,1 ,2 ,독일,독일,,,,기타,,
5861,13 미닛츠,2023-05-03,18000 ,0.00%,18000 ,2 ,2 ,1 ,1 ,미국,미국,,㈜코리아스크린,12세이상관람가,"액션,드라마",,"에이미 스마트,피터 파시넬리"
5861,2023 세계일화국제불교영화제 단편컬렉션 2,,200 ,0.00%,200 ,2 ,2 ,1 ,1 ,기타,기타,,,,기타,,
5861,2023 세계일화국제불교영화제 단편컬렉션 3,,200 ,0.00%,200 ,2 ,2 ,1 ,1 ,기타,기타,,,,기타,,
5861,2023 세계일화국제불교영화제 단편컬렉션 4,,200 ,0.00%,200 ,2 ,2 ,1 ,1 ,기타,기타,,,,기타,손사무엘,
5861,SESIFF2022 경쟁10: 도망쳐!,,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,기타,기타,,,,기타,,
5861,SESIFF2022 경쟁8: 우리가 모르는 척하는 것,,16000 ,0.00%,16000 ,2 ,2 ,1 ,2 ,기타,기타,,,,기타,,
5861,SESIFF2022 동남아시아 영화 특별전: 미니키노 필름 위크,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,인도네시아,인도네시아,,,,기타,,
5861,SESIFF2022 문화다양성 특별전,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,기타,기타,,,,기타,,
5861,SICFF2022 넥스트 제너레이션 2,,14000 ,0.00%,14000 ,2 ,2 ,1 ,2 ,기타,기타,,,,기타,,
5861,SICFF2022 씨네키즈 5 플러스 2,,14000 ,0.00%,14000 ,2 ,2 ,1 ,1 ,기타,기타,,,,애니메이션,,
5861,SICFF2022 키즈 크리에이티브 1,,14000 ,0.00%,14000 ,2 ,2 ,1 ,1 ,기타,기타,,,,드라마,,
5861,SIFFF2022 오감만족 한국단편경선 2,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,한국,한국,,,,기타,,
5861,SIFFF2022 오감만족 한국단편경선 5,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,한국,한국,,,,기타,,
5861,SIPFF2022 오픈 프라이드: 경계를 넘어,,20000 ,0.00%,20000 ,2 ,2 ,1 ,1 ,한국,한국,,,,기타,,
5861,SIPFF2023 이송희일 감독 마스터클래스 1,,20000 ,0.00%,20000 ,2 ,2 ,1 ,1 ,한국,한국,,,,기타,이송희일,
5861,가단빌라,,16000 ,0.00%,16000 ,2 ,2 ,1 ,1 ,한국,한국,,,,다큐멘터리,,
5861,개미와 베짱이,,16000 ,0.00%,16000 ,2 ,2 ,1 ,5 ,미국,"미국,기타,영국",,,,다큐멘터리,,
5861,거친 섹스의 두 가지 맛,2023-05-04,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,한국,한국,이야픽쳐스,(주)가온콘텐츠,청소년관람불가,성인물(에로),윤수현,
5861,거친 섹스의 두 가지 맛 무삭제판,2023-07-26,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,한국,한국,이야픽쳐스,(주)가온콘텐츠,청소년관람불가,성인물(에로),윤수현,
5861,그녀의 음란 레슨 무삭제판,2023-07-26,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",윤수현,
5861,그놈의 오일마사지,2022-05-05,2000 ,0.00%,2000 ,2 ,2 ,1 ,1 ,한국,한국,(주)픽쳐레스크,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",윤신,
5861,깃발,,10000 ,0.00%,10000 ,2 ,2 ,1 ,1 ,프랑스,"프랑스,팔레스타인,기타",,,,드라마,,
5861,끝내주는 찰떡궁합,2022-09-29,2000 ,0.00%,2000 ,2 ,2 ,2 ,2 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),멜로/로맨스",이가온,
5861,남편은 인싸 시부는 아싸,2023-10-18,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,일본,일본,,(주)영진크리에이티브,청소년관람불가,"멜로/로맨스,드라마",사쿠라비토,
5861,내 이름은 해피,,10000 ,0.00%,10000 ,2 ,2 ,1 ,1 ,영국,"영국,터키",,,,다큐멘터리,,
5861,너도 먹고 나도 먹고,2022-06-15,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,한국,한국,(주)라온컴퍼니플러스,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",윤수현,
5861,너도 먹고 나도 먹고 무삭제판,2022-06-15,12000 ,0.00%,12000 ,2 ,2 ,1 ,2 ,한국,한국,(주)라온컴퍼니플러스,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",윤수현,
5861,노가다꾼에 길들여진 아내,2022-03-17,2000 ,0.00%,2000 ,2 ,2 ,1 ,2 ,일본,일본,,(유)조이앤시네마,청소년관람불가,"성인물(에로),멜로/로맨스",,
